,cumsum_supply_usd
2023-05-13,520880044667.2135
2023-05-14,525758701001.3607
2023-05-15,523248701985.7919
2023-05-16,530172046935.94684
2023-05-17,519423515894.5097
2023-05-18,520387042707.2447
2023-05-19,524456502552.8904
2023-05-20,518095922690.1386
2023-05-21,519736358391.4081
2023-05-22,527197782108.63086
2023-05-23,509917594207.05676
2023-05-24,512392636592.4472
2023-05-25,517115047458.77136
2023-05-26,520198979823.6385
2023-05-27,543523068350.45807
2023-05-28,537463505599.96875
2023-05-29,536547639376.47516
2023-05-30,527143844898.3215
2023-05-31,519437419337.05994
2023-06-01,527650615201.69495
2023-06-02,524622214626.79297
2023-06-03,525315605182.56604
2023-06-04,498688169863.4219
2023-06-05,527137383775.4066
2023-06-06,511345118244.74774
2023-06-07,513676517332.00195
2023-06-08,513113143602.77637
2023-06-09,500874900581.7507
2023-06-10,502561727571.78613
2023-06-11,502122003113.409
2023-06-12,502736248167.63025
2023-06-13,486965642223.9776
2023-06-14,495810252343.60315
2023-06-15,510443902972.4673
2023-06-16,513831327146.44086
2023-06-17,510609165860.9547
2023-06-18,520191276815.96466
2023-06-19,548782328561.9541
2023-06-20,581616080277.2268
2023-06-21,579377793599.5596
2023-06-22,595179373971.6216
2023-06-23,592168102704.765
2023-06-24,590813783483.39
2023-06-25,586884836517.5361
2023-06-26,595083015669.9138
2023-06-27,583133756934.8267
2023-06-28,590432399366.9441
2023-06-29,590850118004.5413
2023-06-30,592975345798.7007
2023-07-01,593768389227.5208
2023-07-02,604296306456.8134
2023-07-03,596720602078.8273
2023-07-04,591584894085.5858
2023-07-05,579803472216.9135
2023-07-06,588582920979.1909
2023-07-07,587215280003.6621
2023-07-08,585120320517.8656
2023-07-09,590128420019.9253
2023-07-10,594046808135.1444
2023-07-11,589439444289.4952
2023-07-12,610417754623.73
2023-07-13,588278570833.0168
2023-07-14,587944237625.8665
2023-07-15,586910709004.0536
